driver_name,driver_phone,district,customer_name,customer_email,delivery_date,address,customer_phone,order_no,customer_status,paid_status,packaging_option,distance_in_km,Zone_Name,Zone_Price,hubs,total_price,time_slot,payment_method,total_weight_perorder,shipping_number (Box #)
3PLA-DRIVER-2,0812-XXXX-XXXX,kecamatan jatinegara,Customer_51,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_4,RETURNING,1,PLASTIC,4.79,Zone 2,6500,Kramat - JAKPUS,162800,slot-1,MANDIRI VA Transferpay!,4,99
3PLB-DRIVER-3,0812-XXXX-XXXX,kecamatan grogol petamburan,Customer_52,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_0,RETURNING,1,PLASTIC,5.54,Zone 2,6500,Kramat - JAKPUS,227370,slot-1,Cash on Delivery,5,242
3PLC-DRIVER-2,0812-XXXX-XXXX,kecamatan jagakarsa,Customer_53,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_5,,1,,8.03,Zone 3,7000,Kramat - JAKPUS,273600,slot-sameday03,Cash on Delivery,5,276
3PLA-DRIVER-2,0812-XXXX-XXXX,kecamatan parung panjang,Customer_54,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_6,NEW,1,MEDIUM BOX,9.05,Zone 4,11000,Cibitung - KAB BEKASI,169800,slot-13,Cash on Delivery,5,33
Sample_Driver_8,0812-XXXX-XXXX,kecamatan setiabudi,Customer_55,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_6,NEW,1,MEDIUM BOX,9.05,Zone 4,11000,Cibitung - KAB BEKASI,169800,slot-1,Cash on Delivery,5,33
Sample_Driver_9,0812-XXXX-XXXX,kecamatan penjaringan,Customer_56,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_0,RETURNING,1,PLASTIC,5.54,Zone 2,6500,Kramat - JAKPUS,227370,slot-0bb,Cash on Delivery,5,242
3PLC-DRIVER-1,0812-XXXX-XXXX,kecamatan pademangan,Customer_57,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_5,,1,,8.03,Zone 3,7000,Kramat - JAKPUS,273600,slot-1,Cash on Delivery,5,276
3PLA-DRIVER-1,0812-XXXX-XXXX,kecamatan jatinegara,Customer_58,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_4,RETURNING,1,PLASTIC,4.79,Zone 2,6500,Kramat - JAKPUS,162800,slot-0,MANDIRI VA Transferpay!,4,99
3PLA-DRIVER-1,0812-XXXX-XXXX,kecamatan setiabudi,Customer_59,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_7,RETURNING,1,HALF MEDIUM BOX,7.41,Zone 3,7000,Satellite HUB Karawaci,126300,slot-13,Credit Card,2,34
Sample_Driver_9,0812-XXXX-XXXX,kecamatan jatinegara,Customer_60,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_5,,1,,8.03,Zone 3,7000,Kramat - JAKPUS,273600,slot-13,Cash on Delivery,5,276
Sample_Driver_8,0812-XXXX-XXXX,kecamatan parung panjang,Customer_61,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_5,,1,,8.03,Zone 3,7000,Kramat - JAKPUS,273600,slot-0,Cash on Delivery,5,276
3PLB-DRIVER-3,0812-XXXX-XXXX,cikarang selatan,Customer_62,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_7,RETURNING,1,HALF MEDIUM BOX,7.41,Zone 3,7000,Satellite HUB Karawaci,126300,slot-1bb,Credit Card,2,34
3PLB-DRIVER-3,0812-XXXX-XXXX,kecamatan parung panjang,Customer_63,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_7,RETURNING,1,HALF MEDIUM BOX,7.41,Zone 3,7000,Satellite HUB Karawaci,126300,slot-sameday03,Credit Card,2,34
3PLA-DRIVER-2,0812-XXXX-XXXX,sepatan,Customer_64,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_9,RETURNING,1,HALF MEDIUM BOX,6.9,Zone 3,7000,Kramat - JAKPUS,126900,slot-0,Credit Card,4,90
3PLA-DRIVER-2,0812-XXXX-XXXX,kecamatan parung panjang,Customer_65,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_4,RETURNING,1,PLASTIC,4.79,Zone 2,6500,Kramat - JAKPUS,162800,slot-sameday,MANDIRI VA Transferpay!,4,99
3PLB-DRIVER-3,0812-XXXX-XXXX,kecamatan jagakarsa,Customer_66,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_1,RETURNING,1,HALF MEDIUM BOX,11.13,Zone 4,11000,Bintaro - TANGSEL,116100,slot-0,OVO Wallet,2,85
3PLC-DRIVER-2,0812-XXXX-XXXX,kecamatan penjaringan,Customer_67,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_2,RETURNING,1,PLASTIC,7.03,Zone 3,7000,Kembangan - JAKBAR,624450,slot-0,Credit Card,8,24
3PLB-DRIVER-2,0812-XXXX-XXXX,kecamatan pademangan,Customer_68,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_1,RETURNING,1,HALF MEDIUM BOX,11.13,Zone 4,11000,Bintaro - TANGSEL,116100,slot-1bb,OVO Wallet,2,85
3PLA-DRIVER-1,0812-XXXX-XXXX,kecamatan jagakarsa,Customer_69,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_2,RETURNING,1,PLASTIC,7.03,Zone 3,7000,Kembangan - JAKBAR,624450,slot-0bb,Credit Card,8,24
3PLC-DRIVER-2,0812-XXXX-XXXX,kecamatan pademangan,Customer_70,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_3,RETURNING,1,PLASTIC,6.8,Zone 3,7000,Kembangan - JAKBAR,151710,slot-2,ShopeePay,4,197
3PLC-DRIVER-1,0812-XXXX-XXXX,kecamatan pademangan,Customer_71,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_7,RETURNING,1,HALF MEDIUM BOX,7.41,Zone 3,7000,Satellite HUB Karawaci,126300,slot-0bb,Credit Card,2,34
3PLC-DRIVER-1,0812-XXXX-XXXX,sepatan,Customer_72,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_4,RETURNING,1,PLASTIC,4.79,Zone 2,6500,Kramat - JAKPUS,162800,slot-1bb,MANDIRI VA Transferpay!,4,99
3PLB-DRIVER-2,0812-XXXX-XXXX,kecamatan penjaringan,Customer_73,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_0,RETURNING,1,PLASTIC,5.54,Zone 2,6500,Kramat - JAKPUS,227370,slot-2,Cash on Delivery,5,242
3PLB-DRIVER-3,0812-XXXX-XXXX,kecamatan penjaringan,Customer_74,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_2,RETURNING,1,PLASTIC,7.03,Zone 3,7000,Kembangan - JAKBAR,624450,slot-sameday03,Credit Card,8,24
3PLC-DRIVER-1,0812-XXXX-XXXX,kecamatan setiabudi,Customer_75,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_2,RETURNING,1,PLASTIC,7.03,Zone 3,7000,Kembangan - JAKBAR,624450,slot-2,Credit Card,8,24
3PLC-DRIVER-2,0812-XXXX-XXXX,cikarang selatan,Customer_76,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_0,RETURNING,1,PLASTIC,5.54,Zone 2,6500,Kramat - JAKPUS,227370,slot-13,Cash on Delivery,5,242
3PLA-DRIVER-1,0812-XXXX-XXXX,kecamatan grogol petamburan,Customer_77,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_7,RETURNING,1,HALF MEDIUM BOX,7.41,Zone 3,7000,Satellite HUB Karawaci,126300,slot-1,Credit Card,2,34
3PLB-DRIVER-2,0812-XXXX-XXXX,kecamatan pademangan,Customer_78,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_7,RETURNING,1,HALF MEDIUM BOX,7.41,Zone 3,7000,Satellite HUB Karawaci,126300,slot-sameday03,Credit Card,2,34
3PLB-DRIVER-3,0812-XXXX-XXXX,kecamatan jatinegara,Customer_79,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_1,RETURNING,1,HALF MEDIUM BOX,11.13,Zone 4,11000,Bintaro - TANGSEL,116100,slot-0,OVO Wallet,2,85
Sample_Driver_9,0812-XXXX-XXXX,sepatan,Customer_80,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_1,RETURNING,1,HALF MEDIUM BOX,11.13,Zone 4,11000,Bintaro - TANGSEL,116100,slot-0,OVO Wallet,2,85
3PLA-DRIVER-1,0812-XXXX-XXXX,kecamatan penjaringan,Customer_81,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_5,,1,,8.03,Zone 3,7000,Kramat - JAKPUS,273600,slot-0,Cash on Delivery,5,276
3PLB-DRIVER-2,0812-XXXX-XXXX,kecamatan penjaringan,Customer_82,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_4,RETURNING,1,PLASTIC,4.79,Zone 2,6500,Kramat - JAKPUS,162800,slot-0,MANDIRI VA Transferpay!,4,99
Sample_Driver_8,0812-XXXX-XXXX,sepatan,Customer_83,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_5,,1,,8.03,Zone 3,7000,Kramat - JAKPUS,273600,slot-13,Cash on Delivery,5,276
3PLA-DRIVER-2,0812-XXXX-XXXX,kecamatan penjaringan,Customer_84,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_9,RETURNING,1,HALF MEDIUM BOX,6.9,Zone 3,7000,Kramat - JAKPUS,126900,slot-2,Credit Card,4,90
